#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_zandri_adj;Zandric;;;;;;;;;;;;;x
c_rasetra_adj;Rasetran;;;;;;;;;;;;;x
d_rasetra_adj;Rasetran;;;;;;;;;;;;;x
k_rasetra_adj;Rasetran;;;;;;;;;;;;;x
c_quatar_adj;Quataran;;;;;;;;;;;;;x
d_quatar_adj;Quataran;;;;;;;;;;;;;x
k_quatar_adj;Quataran;;;;;;;;;;;;;x
c_numas_adj;Numasan;;;;;;;;;;;;;x
d_numas_adj;Numasan;;;;;;;;;;;;;x
k_numas_adj;Numasan;;;;;;;;;;;;;x
c_ka_sabar_adj;Ka-Sabaran;;;;;;;;;;;;;x
d_ka_sabar_adj;Ka-Sabaran;;;;;;;;;;;;;x
k_ka_sabar_adj;Ka-Sabaran;;;;;;;;;;;;;x
c_lybaras_adj;Lybarasan;;;;;;;;;;;;;x
d_lybaras_adj;Lybarasan;;;;;;;;;;;;;x
k_lybaras_adj;Lybarasan;;;;;;;;;;;;;x
e_nehekhara_adj;Nehekharan;;;;;;;;;;;;;x
k_translynsk_adj;Translynsker;;;;;;;;;;;;;x
c_praag_adj;Praager;;;;;;;;;;;;;x
d_praag_adj;Praager;;;;;;;;;;;;;x
c_erengrad_adj;Erengrader;;;;;;;;;;;;;x
d_erengrad_adj;Erengrader;;;;;;;;;;;;;x
k_norvard_adj;Norvarder;;;;;;;;;;;;;x
k_ungols_adj;Ungol;;;;;;;;;;;;;x
k_ropsmenn_adj;Ropsmann;;;;;;;;;;;;;x
k_fjellsende_adj;Fjellsender;;;;;;;;;;;;;x
d_pferdmark_adj;Pferdmarker;;;;;;;;;;;;;x
d_averheim_adj;Averheimer;;;;;;;;;;;;;x
c_averheim_adj;Averheimer;;;;;;;;;;;;;x
d_wissenberg_adj;Wissenberger;;;;;;;;;;;;;x
c_wissenberg_adj;Wissenberger;;;;;;;;;;;;;x
d_saponatheim_adj;Saponatheimer;;;;;;;;;;;;;x
d_reikwald_adj;Reikwalder;;;;;;;;;;;;;x
d_schildermark_adj;Schildermarker;;;;;;;;;;;;;x
d_ubersreik_adj;Ubersreiker;;;;;;;;;;;;;x
d_frysland_adj;Fryslander;;;;;;;;;;;;;x
k_durbaita_adj;Durbaitan;;;;;;;;;;;;;x
k_medes_adj;Medean;;;;;;;;;;;;;x
k_sud_adj;Sud;;;;;;;;;;;;;x
k_kufra_adj;Kufran;;;;;;;;;;;;;x
k_alhaka_adj;Alhakan;;;;;;;;;;;;;x
k_ramacca_adj;Ramaccan;;;;;;;;;;;;;x
k_maghashar_adj;Maghasharan;;;;;;;;;;;;;x
k_magnata_adj;Magnatan;;;;;;;;;;;;;x
k_badlands_adj;Badlander;;;;;;;;;;;;;x
k_stygia_adj;Stygian;;;;;;;;;;;;;x
k_stygian_wood_adj;Stygian Wooder;;;;;;;;;;;;;x
k_ropsmannia_adj;Ropsmannian;;;;;;;;;;;;;x
k_volkova_adj;Volkovan;;;;;;;;;;;;;x
MARIENBURG;Marienburg;;;;;;;;;;;;;x
MARIENBURG_ADJ;Marienburger;;;;;;;;;;;;;x
WASTELAND;Wasteland;;;;;;;;;;;;;x
WASTELAND_ADJ;Wastelander;;;;;;;;;;;;;x
