#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abrige_adj;Abrigean;;abriger;;;;;;;;;;;x
b_abrubas;Abrubas;Abrubas;Abrubas;;Abrubas;;;;;;;;;x
b_abrubas_adj;Abrubasian;;abrubaser;;;;;;;;;;;x
b_absath;Absath;Absath;Absath;;Absath;;;;;;;;;x
b_absath_adj;Absathian;;absather;;;;;;;;;;;x
b_abterode;Abterode;Abterode;Abterode;;Abterode;;;;;;;;;x
b_abterode_adj;Abterodean;;abteroder;;;;;;;;;;;x
b_abylo;Abylo;Abylo;Abylo;;Abylo;;;;;;;;;x
b_abylo_adj;Abylian;;abyler;;;;;;;;;;;x
b_abyre;Abyre;Abyre;Abyre;;Abyre;;;;;;;;;x
b_abyre_adj;Abyrean;;abyrer;;;;;;;;;;;x
b_acandosto;Acandosto;Acandosto;Acandosto;;Acandosto;;;;;;;;;x
b_acandosto_adj;Acandostian;;acandoster;;;;;;;;;;;x
b_achaes;Achaes;Achaes;Achaes;;Achaes;;;;;;;;;x
b_achaes_adj;Achaesian;;achaeser;;;;;;;;;;;x
b_ackhenein;Ackhenein;Ackhenein;Ackhenein;;Ackhenein;;;;;;;;;x
b_ackhenein_adj;Ackheneinian;;ackheneiner;;;;;;;;;;;x
b_acrebad;Acrebad;Acrebad;Acrebad;;Acrebad;;;;;;;;;x
b_acrebad_adj;Acrebadian;;acrebader;;;;;;;;;;;x
b_adadaplaiddina;Adadaplaiddina;Adadaplaiddina;Adadaplaiddina;;Adadaplaiddina;;;;;;;;;x
b_adadaplaiddina_adj;Adadaplaiddinan;;adadaplaiddiner;;;;;;;;;;;x
b_adadsalulu;Adadsalulu;Adadsalulu;Adadsalulu;;Adadsalulu;;;;;;;;;x
b_adadsalulu_adj;Adadsalulian;;adadsaluler;;;;;;;;;;;x
b_adadshumausur;Adadshumausur;Adadshumausur;Adadshumausur;;Adadshumausur;;;;;;;;;x
b_adadshumausur_adj;Adadshumausurian;;adadshumausurer;;;;;;;;;;;x
b_adamas;Adamas;Adamas;Adamas;;Adamas;;;;;;;;;x
b_adamas_adj;Adamasian;;adamaser;;;;;;;;;;;x
b_adel;Adel;Adel;Adel;;Adel;;;;;;;;;x
b_adel_adj;Adelian;;adeler;;;;;;;;;;;x
b_ados;Ados;Ados;Ados;;Ados;;;;;;;;;x
b_ados_adj;Adosian;;adoser;;;;;;;;;;;x
b_adrahasis;Adrahasis;Adrahasis;Adrahasis;;Adrahasis;;;;;;;;;x
b_adrahasis_adj;Adrahasisian;;adrahasiser;;;;;;;;;;;x
b_adrenade;Adrenade;Adrenade;Adrenade;;Adrenade;;;;;;;;;x
b_adrenade_adj;Adrenadean;;adrenader;;;;;;;;;;;x
b_adreno;Adreno;Adreno;Adreno;;Adreno;;;;;;;;;x
b_adreno_adj;Adrenian;;adrener;;;;;;;;;;;x
b_adryn;Adryn;Adryn;Adryn;;Adryn;;;;;;;;;x
b_adryn_adj;Adrynian;;adryner;;;;;;;;;;;x
b_adung;Adung;Adung;Adung;;Adung;;;;;;;;;x
b_adung_adj;Adungian;;adunger;;;;;;;;;;;x
b_adygea;Adygea;Adygea;Adygea;;Adygea;;;;;;;;;x
b_adygea_adj;Adygean;;adyger;;;;;;;;;;;x
b_aerdash;Aerdash;Aerdash;Aerdash;;Aerdash;;;;;;;;;x
b_aerdash_adj;Aerdashian;;aerdasher;;;;;;;;;;;x
b_aerom;Aerom;Aerom;Aerom;;Aerom;;;;;;;;;x
b_aerom_adj;Aeromian;;aeromer;;;;;;;;;;;x
b_aexinos;Aexinos;Aexinos;Aexinos;;Aexinos;;;;;;;;;x
b_aexinos_adj;Aexinosian;;aexinoser;;;;;;;;;;;x
b_afayan;Afayan;Afayan;Afayan;;Afayan;;;;;;;;;x
b_afayan_adj;Afayanian;;afayaner;;;;;;;;;;;x
b_afchary;Afchary;Afchary;Afchary;;Afchary;;;;;;;;;x
b_afchary_adj;Afcharian;;afcharer;;;;;;;;;;;x
b_afea;Afea;Afea;Afea;;Afea;;;;;;;;;x
b_afea_adj;Afean;;afer;;;;;;;;;;;x
b_afenheim;Afenheim;Afenheim;Afenheim;;Afenheim;;;;;;;;;x
b_afenheim_adj;Afenheimian;;afenheimer;;;;;;;;;;;x
b_afensvik;Afensvik;Afensvik;Afensvik;;Afensvik;;;;;;;;;x
b_afensvik_adj;Afensvikian;;afensviker;;;;;;;;;;;x
b_afur;Afur;Afur;Afur;;Afur;;;;;;;;;x
b_afur_adj;Afurian;;afurer;;;;;;;;;;;x
b_agan;Agan;Agan;Agan;;Agan;;;;;;;;;x
b_agan_adj;Aganian;;aganer;;;;;;;;;;;x
b_agar;Agar;Agar;Agar;;Agar;;;;;;;;;x
b_agar_adj;Agarian;;agarer;;;;;;;;;;;x
b_agarthe;Agarthe;Agarthe;Agarthe;;Agarthe;;;;;;;;;x
b_agarthe_adj;Agarthean;;agarther;;;;;;;;;;;x
b_agash;Agash;Agash;Agash;;Agash;;;;;;;;;x
b_agash_adj;Agashian;;agasher;;;;;;;;;;;x
b_agat;Agat;Agat;Agat;;Agat;;;;;;;;;x
b_agat_adj;Agatian;;agater;;;;;;;;;;;x
b_agbeiten;Agbeiten;Agbeiten;Agbeiten;;Agbeiten;;;;;;;;;x
b_agbeiten_adj;Agbeitenian;;agbeitener;;;;;;;;;;;x
b_agchaan;Agchaan;Agchaan;Agchaan;;Agchaan;;;;;;;;;x
b_agchaan_adj;Agchaanian;;agchaaner;;;;;;;;;;;x
b_agden;Agden;Agden;Agden;;Agden;;;;;;;;;x
b_agden_adj;Agdenian;;agdener;;;;;;;;;;;x
b_ageapolis;Ageapolis;Ageapolis;Ageapolis;;Ageapolis;;;;;;;;;x
b_ageapolis_adj;Ageapolisian;;ageapoliser;;;;;;;;;;;x
b_agkoramaz;Agkoramaz;Agkoramaz;Agkoramaz;;Agkoramaz;;;;;;;;;x
b_agkoramaz_adj;Agkoramazian;;agkoramazer;;;;;;;;;;;x
b_aglana;Aglana;Aglana;Aglana;;Aglana;;;;;;;;;x
b_aglana_adj;Aglanan;;aglaner;;;;;;;;;;;x
b_aglus;Aglus;Aglus;Aglus;;Aglus;;;;;;;;;x
b_aglus_adj;Aglusian;;agluser;;;;;;;;;;;x
b_agmoi;Agmoi;Agmoi;Agmoi;;Agmoi;;;;;;;;;x
b_agmoi_adj;Agmian;;agmer;;;;;;;;;;;x
b_agoras;Agoras;Agoras;Agoras;;Agoras;;;;;;;;;x
b_agoras_adj;Agorasian;;agoraser;;;;;;;;;;;x
b_agosta;Agosta;Agosta;Agosta;;Agosta;;;;;;;;;x
b_agosta_adj;Agostan;;agoster;;;;;;;;;;;x
b_aguakias;Aguakias;Aguakias;Aguakias;;Aguakias;;;;;;;;;x
b_aguakias_adj;Aguakiasian;;aguakiaser;;;;;;;;;;;x
b_ahacco;Ahacco;Ahacco;Ahacco;;Ahacco;;;;;;;;;x
b_ahacco_adj;Ahaccian;;ahaccer;;;;;;;;;;;x
b_ahaus;Ahaus;Ahaus;Ahaus;;Ahaus;;;;;;;;;x
b_ahaus_adj;Ahausian;;ahauser;;;;;;;;;;;x
b_ahhiya;Ahhiya;Ahhiya;Ahhiya;;Ahhiya;;;;;;;;;x
b_ahhiya_adj;Ahhiyan;;ahher;;;;;;;;;;;x
b_ahlbeck;Ahlbeck;Ahlbeck;Ahlbeck;;Ahlbeck;;;;;;;;;x
b_ahlbeck_adj;Ahlbeckian;;ahlbecker;;;;;;;;;;;x
b_ahlenhof;Ahlenhof;Ahlenhof;Ahlenhof;;Ahlenhof;;;;;;;;;x
b_ahlenhof_adj;Ahlenhofian;;ahlenhofer;;;;;;;;;;;x
b_ahlsee;Ahlsee;Ahlsee;Ahlsee;;Ahlsee;;;;;;;;;x
b_ahlsee_adj;Ahlseean;;ahlser;;;;;;;;;;;x
b_ahrensburg;Ahrensburg;Ahrensburg;Ahrensburg;;Ahrensburg;;;;;;;;;x
b_ahrensburg_adj;Ahrensburgian;;ahrensburger;;;;;;;;;;;x
b_ahresdorf;Ahresdorf;Ahresdorf;Ahresdorf;;Ahresdorf;;;;;;;;;x
b_ahresdorf_adj;Ahresdorfian;;ahresdorfer;;;;;;;;;;;x
b_ahrustix;Ahrustix;Ahrustix;Ahrustix;;Ahrustix;;;;;;;;;x
b_ahrustix_adj;Ahrustixian;;ahrustixer;;;;;;;;;;;x
b_ahuni;Ahuni;Ahuni;Ahuni;;Ahuni;;;;;;;;;x
b_ahuni_adj;Ahunian;;ahuner;;;;;;;;;;;x
b_aichach;Aichach;Aichach;Aichach;;Aichach;;;;;;;;;x
b_aichach_adj;Aichachian;;aichacher;;;;;;;;;;;x
b_aina;Aina;Aina;Aina;;Aina;;;;;;;;;x
b_aina_adj;Ainan;;ainer;;;;;;;;;;;x
b_aislia;Aislia;Aislia;Aislia;;Aislia;;;;;;;;;x
b_aislia_adj;Aislian;;aisler;;;;;;;;;;;x
b_aius;Aius;Aius;Aius;;Aius;;;;;;;;;x
b_aius_adj;Aiusian;;aiuser;;;;;;;;;;;x
b_aix_le_comte;Aix-le-Comte;Aix-le-Comte;Aix-le-Comte;;Aix-le-Comte;;;;;;;;;x
b_aix_le_comte_adj;Aix-le-Comtean;;aix-le-comter;;;;;;;;;;;x
b_akendorf;Akendorf;Akendorf;Akendorf;;Akendorf;;;;;;;;;x
b_akendorf_adj;Akendorfian;;akendorfer;;;;;;;;;;;x
b_akhnousheh;Akhnousheh;Akhnousheh;Akhnousheh;;Akhnousheh;;;;;;;;;x
b_akhnousheh_adj;Akhnoushehian;;akhnousheher;;;;;;;;;;;x
b_akkan;Akkan;Akkan;Akkan;;Akkan;;;;;;;;;x
b_akkan_adj;Akkanian;;akkaner;;;;;;;;;;;x
b_akkar;Akkar;Akkar;Akkar;;Akkar;;;;;;;;;x
b_akkar_adj;Akkarian;;akkarer;;;;;;;;;;;x
b_akkarazar;Akkarazar;Akkarazar;Akkarazar;;Akkarazar;;;;;;;;;x
b_akkarazar_adj;Akkarazarian;;akkarazarer;;;;;;;;;;;x
b_akkarish;Akkarish;Akkarish;Akkarish;;Akkarish;;;;;;;;;x
b_akkarish_adj;Akkarishian;;akkarisher;;;;;;;;;;;x
b_akkazanil;Akkazanil;Akkazanil;Akkazanil;;Akkazanil;;;;;;;;;x
b_akkazanil_adj;Akkazanilian;;akkazaniler;;;;;;;;;;;x
b_akkazarak;Akkazarak;Akkazarak;Akkazarak;;Akkazarak;;;;;;;;;x
b_akkazarak_adj;Akkazarakian;;akkazaraker;;;;;;;;;;;x
b_akrafjall;Akrafjall;Akrafjall;Akrafjall;;Akrafjall;;;;;;;;;x
b_akrafjall_adj;Akrafjallian;;akrafjaller;;;;;;;;;;;x
b_akrol_garngol;Akrol Garngol;Akrol Garngol;Akrol Garngol;;Akrol Garngol;;;;;;;;;x
b_akrol_garngol_adj;Akrol Garngolian;;Akrol Garngoler;;;;;;;;;;;x
b_akta;Akta;Akta;Akta;;Akta;;;;;;;;;x
b_akta_adj;Aktan;;akter;;;;;;;;;;;x
b_akur;Akur;Akur;Akur;;Akur;;;;;;;;;x
b_akur_adj;Akurian;;akurer;;;;;;;;;;;x
b_al_akland;Al-Aklan'd;Al-Aklan'd;Al-Aklan'd;;Al-Aklan'd;;;;;;;;;x
b_al_akland_adj;Al-Aklan'dian;;al-aklan'der;;;;;;;;;;;x
b_alabreda;Alabreda;Alabreda;Alabreda;;Alabreda;;;;;;;;;x
b_alabreda_adj;Alabredan;;alabreder;;;;;;;;;;;x
b_alabrin_rhuvan;Alabrin Rhuvan;Alabrin Rhuvan;Alabrin Rhuvan;;Alabrin Rhuvan;;;;;;;;;x
b_alabrin_rhuvan_adj;Alabrin Rhuvanian;;Alabrin Rhuvaner;;;;;;;;;;;x
b_alah;Alah;Alah;Alah;;Alah;;;;;;;;;x
b_alah_adj;Alahian;;alaher;;;;;;;;;;;x
b_alan;Alan;Alan;Alan;;Alan;;;;;;;;;x
b_alan_adj;Alanian;;alaner;;;;;;;;;;;x
b_alashah;Alashah;Alashah;Alashah;;Alashah;;;;;;;;;x
b_alashah_adj;Alashahian;;alashaher;;;;;;;;;;;x
b_alat;Alat;Alat;Alat;;Alat;;;;;;;;;x
b_alat_adj;Alatian;;alater;;;;;;;;;;;x
b_albane;Albane;Albane;Albane;;Albane;;;;;;;;;x
b_albane_adj;Albanean;;albaner;;;;;;;;;;;x
b_albi;Albi;Albi;Albi;;Albi;;;;;;;;;x
b_albi_adj;Albian;;alber;;;;;;;;;;;x
b_albrechtsburg;Albrechtsburg;Albrechtsburg;Albrechtsburg;;Albrechtsburg;;;;;;;;;x
b_albrechtsburg_adj;Albrechtsburgian;;albrechtsburger;;;;;;;;;;;x
b_albusdorf;Albusdorf;Albusdorf;Albusdorf;;Albusdorf;;;;;;;;;x
b_albusdorf_adj;Albusdorfian;;albusdorfer;;;;;;;;;;;x
b_alcazaba;Alcazaba;Alcazaba;Alcazaba;;Alcazaba;;;;;;;;;x
b_alcazaba_adj;Alcazaban;;alcazaber;;;;;;;;;;;x
b_aldeigborg;Aldeigborg;Aldeigborg;Aldeigborg;;Aldeigborg;;;;;;;;;x
b_aldeigborg_adj;Aldeigborgian;;aldeigborger;;;;;;;;;;;x
b_aldente;Aldente;Aldente;Aldente;;Aldente;;;;;;;;;x
b_aldente_adj;Aldentean;;aldenter;;;;;;;;;;;x
b_aldium;Aldium;Aldium;Aldium;;Aldium;;;;;;;;;x
b_aldium_adj;Aldiumian;;aldiumer;;;;;;;;;;;x
b_aleh;Aleh;Aleh;Aleh;;Aleh;;;;;;;;;x
b_aleh_adj;Alehian;;aleher;;;;;;;;;;;x
b_alemento;Alemento;Alemento;Alemento;;Alemento;;;;;;;;;x
b_alemento_adj;Alementian;;alementer;;;;;;;;;;;x
b_alencon;Alençon;Alençon;Alençon;;Alençon;;;;;;;;;x
b_alencon_adj;Alençonian;;alençoner;;;;;;;;;;;x
b_alenfront;Alenfront;Alenfront;Alenfront;;Alenfront;;;;;;;;;x
b_alenfront_adj;Alenfrontian;;alenfronter;;;;;;;;;;;x
b_aleria;Aleria;Aleria;Aleria;;Aleria;;;;;;;;;x
b_aleria_adj;Alerian;;alerer;;;;;;;;;;;x
b_aletas;Aletas;Aletas;Aletas;;Aletas;;;;;;;;;x
b_aletas_adj;Aletasian;;aletaser;;;;;;;;;;;x
b_alfhausen;Alfhausen;Alfhausen;Alfhausen;;Alfhausen;;;;;;;;;x
b_alfhausen_adj;Alfhausenian;;alfhausener;;;;;;;;;;;x
b_alfonza;Alfonza;Alfonza;Alfonza;;Alfonza;;;;;;;;;x
b_alfonza_adj;Alfonzan;;alfonzer;;;;;;;;;;;x
b_alibana;Alibana;Alibana;Alibana;;Alibana;;;;;;;;;x
b_alibana_adj;Alibanan;;alibaner;;;;;;;;;;;x
b_alibarg;Alibarg;Alibarg;Alibarg;;Alibarg;;;;;;;;;x
b_alibarg_adj;Alibargian;;alibarger;;;;;;;;;;;x
b_alitilea;Alitilea;Alitilea;Alitilea;;Alitilea;;;;;;;;;x
b_alitilea_adj;Alitilean;;alitiler;;;;;;;;;;;x
b_alittum;Alittum;Alittum;Alittum;;Alittum;;;;;;;;;x
b_alittum_adj;Alittumian;;alittumer;;;;;;;;;;;x
b_almagora;Almagora;Almagora;Almagora;;Almagora;;;;;;;;;x
b_almagora_adj;Almagoran;;almagorer;;;;;;;;;;;x
b_almshoven;Almshoven;Almshoven;Almshoven;;Almshoven;;;;;;;;;x
b_almshoven_adj;Almshovenian;;almshovener;;;;;;;;;;;x
b_alquezaro;Alquézaro;Alquézaro;Alquézaro;;Alquézaro;;;;;;;;;x
b_alquezaro_adj;Alquézarian;;alquézarer;;;;;;;;;;;x
b_altaeia;Altaeia;Altaeia;Altaeia;;Altaeia;;;;;;;;;x
b_altaeia_adj;Altaeian;;alter;;;;;;;;;;;x
b_altestadt;Altestadt;Altestadt;Altestadt;;Altestadt;;;;;;;;;x
b_altestadt_adj;Altestadtian;;altestadter;;;;;;;;;;;x
b_althausen;Althausen;Althausen;Althausen;;Althausen;;;;;;;;;x
b_althausen_adj;Althausenian;;althausener;;;;;;;;;;;x
b_altlandsberg;Altlandsberg;Altlandsberg;Altlandsberg;;Altlandsberg;;;;;;;;;x
b_altlandsberg_adj;Altlandsbergian;;altlandsberger;;;;;;;;;;;x
b_altmarkt;Altmarkt;Altmarkt;Altmarkt;;Altmarkt;;;;;;;;;x
b_altmarkt_adj;Altmarktian;;altmarkter;;;;;;;;;;;x
b_altona;Altona;Altona;Altona;;Altona;;;;;;;;;x
b_altona_adj;Altonan;;altoner;;;;;;;;;;;x
b_alynd;Alynd;Alynd;Alynd;;Alynd;;;;;;;;;x
b_alynd_adj;Alyndian;;alynder;;;;;;;;;;;x
b_alzenau;Alzenau;Alzenau;Alzenau;;Alzenau;;;;;;;;;x
b_alzenau_adj;Alzenian;;alzener;;;;;;;;;;;x
b_am_hefa;Am-Hefa;Am-Hefa;Am-Hefa;;Am-Hefa;;;;;;;;;x
b_am_hefa_adj;Am-Hefan;;am-hefer;;;;;;;;;;;x
b_amaleto;Amaleto;Amaleto;Amaleto;;Amaleto;;;;;;;;;x
b_amaleto_adj;Amaletian;;amaleter;;;;;;;;;;;x
b_amalfo;Amalfo;Amalfo;Amalfo;;Amalfo;;;;;;;;;x
b_amalfo_adj;Amalfian;;amalfer;;;;;;;;;;;x
b_amargueuse;Amargueuse;Amargueuse;Amargueuse;;Amargueuse;;;;;;;;;x
b_amargueuse_adj;Amargueusean;;amargueuser;;;;;;;;;;;x
b_amatore;Amatore;Amatore;Amatore;;Amatore;;;;;;;;;x
b_amatore_adj;Amatorean;;amatorer;;;;;;;;;;;x
b_amauzumgal;Amauzumgal;Amauzumgal;Amauzumgal;;Amauzumgal;;;;;;;;;x
b_amauzumgal_adj;Amauzumgalian;;amauzumgaler;;;;;;;;;;;x
b_ambrak;Ambrak;Ambrak;Ambrak;;Ambrak;;;;;;;;;x
b_ambrak_adj;Ambrakian;;ambraker;;;;;;;;;;;x
b_ambyn;Ambyn;Ambyn;Ambyn;;Ambyn;;;;;;;;;x
b_ambyn_adj;Ambynian;;ambyner;;;;;;;;;;;x
b_amelagar;Amelagar;Amelagar;Amelagar;;Amelagar;;;;;;;;;x
b_amelagar_adj;Amelagarian;;amelagarer;;;;;;;;;;;x
b_amelga;Amelga;Amelga;Amelga;;Amelga;;;;;;;;;x
b_amelga_adj;Amelgan;;amelger;;;;;;;;;;;x
b_amikus;Amikus;Amikus;Amikus;;Amikus;;;;;;;;;x
b_amikus_adj;Amikusian;;amikuser;;;;;;;;;;;x
b_amilanu;Amilanu;Amilanu;Amilanu;;Amilanu;;;;;;;;;x
b_amilanu_adj;Amilanian;;amilaner;;;;;;;;;;;x
b_amisus;Amisus;Amisus;Amisus;;Amisus;;;;;;;;;x
b_amisus_adj;Amisusian;;amisuser;;;;;;;;;;;x
b_amita;Amita;Amita;Amita;;Amita;;;;;;;;;x
b_amita_adj;Amitan;;amiter;;;;;;;;;;;x
b_ammatus;Ammatus;Ammatus;Ammatus;;Ammatus;;;;;;;;;x
b_ammatus_adj;Ammatusian;;ammatuser;;;;;;;;;;;x
b_amonenburg;Amonenburg;Amonenburg;Amonenburg;;Amonenburg;;;;;;;;;x
b_amonenburg_adj;Amonenburgian;;amonenburger;;;;;;;;;;;x
b_amosstein;Amosstein;Amosstein;Amosstein;;Amosstein;;;;;;;;;x
b_amosstein_adj;Amossteinian;;amossteiner;;;;;;;;;;;x
b_amukkan;Amukkan;Amukkan;Amukkan;;Amukkan;;;;;;;;;x
b_amukkan_adj;Amukkanian;;amukkaner;;;;;;;;;;;x
b_anadovaso;Anadovaso;Anadovaso;Anadovaso;;Anadovaso;;;;;;;;;x
b_anadovaso_adj;Anadovasian;;anadovaser;;;;;;;;;;;x
b_anadyr;Anadyr;Anadyr;Anadyr;;Anadyr;;;;;;;;;x
b_anadyr_adj;Anadyrian;;anadyrer;;;;;;;;;;;x
b_anan;Anan;Anan;Anan;;Anan;;;;;;;;;x
b_anan_adj;Ananian;;ananer;;;;;;;;;;;x
b_anaol;Anaol;Anaol;Anaol;;Anaol;;;;;;;;;x
b_anaol_adj;Anaolian;;anaoler;;;;;;;;;;;x
b_anasinemid;Anasinemid;Anasinemid;Anasinemid;;Anasinemid;;;;;;;;;x
b_anasinemid_adj;Anasinemidian;;anasinemider;;;;;;;;;;;x
b_anat;Anat;Anat;Anat;;Anat;;;;;;;;;x
b_anat_adj;Anatian;;anater;;;;;;;;;;;x
b_anaxia;Anaxia;Anaxia;Anaxia;;Anaxia;;;;;;;;;x
b_anaxia_adj;Anaxian;;anaxer;;;;;;;;;;;x
b_anazaba;Anazaba;Anazaba;Anazaba;;Anazaba;;;;;;;;;x
b_anazaba_adj;Anazaban;;anazaber;;;;;;;;;;;x
b_anbruges;Anbruges;Anbruges;Anbruges;;Anbruges;;;;;;;;;x
b_anbruges_adj;Anbrugesian;;anbrugeser;;;;;;;;;;;x
b_anbur;Anbur;Anbur;Anbur;;Anbur;;;;;;;;;x
b_anbur_adj;Anburian;;anburer;;;;;;;;;;;x
b_andarah;Andarah;Andarah;Andarah;;Andarah;;;;;;;;;x
b_andarah_adj;Andarahian;;andaraher;;;;;;;;;;;x
b_anderona;Anderona;Anderona;Anderona;;Anderona;;;;;;;;;x
b_anderona_adj;Anderonan;;anderoner;;;;;;;;;;;x
b_andone;Andone;Andone;Andone;;Andone;;;;;;;;;x
b_andone_adj;Andonean;;andoner;;;;;;;;;;;x
b_andreapolis;Andreapolis;Andreapolis;Andreapolis;;Andreapolis;;;;;;;;;x
b_andreapolis_adj;Andreapolisian;;andreapoliser;;;;;;;;;;;x
b_andriks;Andriks;Andriks;Andriks;;Andriks;;;;;;;;;x
b_andriks_adj;Andriksian;;andrikser;;;;;;;;;;;x
b_aneio;Aneio;Aneio;Aneio;;Aneio;;;;;;;;;x
b_aneio_adj;Anian;;aner;;;;;;;;;;;x
b_angara;Angara;Angara;Angara;;Angara;;;;;;;;;x
b_angara_adj;Angaran;;angarer;;;;;;;;;;;x
b_anges;Anges;Anges;Anges;;Anges;;;;;;;;;x
b_anges_adj;Angesian;;angeser;;;;;;;;;;;x
b_angmar;Angmar;Angmar;Angmar;;Angmar;;;;;;;;;x
b_angmar_adj;Angmarian;;angmarer;;;;;;;;;;;x
b_angra;Angra;Angra;Angra;;Angra;;;;;;;;;x
b_angra_adj;Angran;;angrer;;;;;;;;;;;x
b_angurbaz;Angurbaz;Angurbaz;Angurbaz;;Angurbaz;;;;;;;;;x
b_angurbaz_adj;Angurbazian;;angurbazer;;;;;;;;;;;x
b_anjarre;Anjarre;Anjarre;Anjarre;;Anjarre;;;;;;;;;x
b_anjarre_adj;Anjarrean;;anjarrer;;;;;;;;;;;x
b_ankarath;Ankarath;Ankarath;Ankarath;;Ankarath;;;;;;;;;x
b_ankarath_adj;Ankarathian;;ankarather;;;;;;;;;;;x
b_ankarosoth;Ankarosoth;Ankarosoth;Ankarosoth;;Ankarosoth;;;;;;;;;x
b_ankarosoth_adj;Ankarosothian;;ankarosother;;;;;;;;;;;x
b_ankeeven;Ankeeven;Ankeeven;Ankeeven;;Ankeeven;;;;;;;;;x
b_ankeeven_adj;Ankeevenian;;ankeevener;;;;;;;;;;;x
b_annosa;Annosa;Annosa;Annosa;;Annosa;;;;;;;;;x
b_annosa_adj;Annosan;;annoser;;;;;;;;;;;x
b_ant;Ant;Ant;Ant;;Ant;;;;;;;;;x
b_ant_adj;Antian;;anter;;;;;;;;;;;x
b_antak;Antak;Antak;Antak;;Antak;;;;;;;;;x
b_antak_adj;Antakian;;antaker;;;;;;;;;;;x
b_antamus;Antamus;Antamus;Antamus;;Antamus;;;;;;;;;x
b_antamus_adj;Antamusian;;antamuser;;;;;;;;;;;x
b_anterna;Anterna;Anterna;Anterna;;Anterna;;;;;;;;;x
b_anterna_adj;Anternan;;anterner;;;;;;;;;;;x
b_anthrax;Anthrax;Anthrax;Anthrax;;Anthrax;;;;;;;;;x
b_anthrax_adj;Anthraxian;;anthraxer;;;;;;;;;;;x
b_antonio;Antonio;Antonio;Antonio;;Antonio;;;;;;;;;x
b_antonio_adj;Antonian;;antoner;;;;;;;;;;;x
b_antor;Antor;Antor;Antor;;Antor;;;;;;;;;x
b_antor_adj;Antorian;;antorer;;;;;;;;;;;x
b_antours;Antours;Antours;Antours;;Antours;;;;;;;;;x
b_antours_adj;Antoursian;;antourser;;;;;;;;;;;x
b_anu;Anu;Anu;Anu;;Anu;;;;;;;;;x
b_anu_adj;Anian;;aner;;;;;;;;;;;x
b_anumalik;Anumalik;Anumalik;Anumalik;;Anumalik;;;;;;;;;x
b_anumalik_adj;Anumalikian;;anumaliker;;;;;;;;;;;x
b_anunit;Anunit;Anunit;Anunit;;Anunit;;;;;;;;;x
