#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# namespace = temptation
temptation.4.TOOLTIP2;What am I thinking?! I'm a warrior, not a butcher!;;;;;;;;;;;;;x
temptation.5;The Power of Chaos;;;;;;;;;;;;;x
temptation.5_desc;Everywhere those in power seek to blind the teaming mass of humanity to the horrors that lurk just out of sight. The Blood God, the Changer of Ways, the Prince of Pleasure and the Great Corrupter are all names for a unspeakable force that was ancient when the mountains and the seas were young. Fools deny it, but the Runinous Powers are very real. Those who serve them well are rewarded, or else are damned for eternity. Do you dare sell your soul to Chaos Undivided, the Primordial Annihilator - and risk all for the sake of immortality and a escape from death itself?;;;;;;;;;;;;;x
temptation.5.TOOLTIP1;[Root.Religion.GetRandomGodName]? Bah, these are the real Gods!;;;;;;;;;;;;;x
temptation.5.TOOLTIP2;My faith in [Root.Religion.GetRandomGodName] in unshakeable!;;;;;;;;;;;;;x
temptation.6;The Cult;;;;;;;;;;;;;x
temptation.6_desc;You hurry through the streets, scurrying like a common criminal through the backstreets and the slums, a hood obscuring your face from sight. But you are no common thief or mere conspirator, you serve a greater power. You duck and weave your way to arranged meeting place, whispering a password in a forbidden language. Inside, you are greeted by your new Brothers and Sisters, and after a blood curdling ritual test you are finally inaugurated into the Cult.;;;;;;;;;;;;;x
temptation.6.TOOLTIP1;It's too late to turn back now....;;;;;;;;;;;;;x
#
# namespace = disease
EVTDESC_DISEASE_1;You were infected with Tomb Rot, and your body has started rotting.;;;;;;;;;;;;;x
EVTOPT_DISEASE_1A;Oh no!;;;;;;;;;;;;;x
EVTDESC_DISEASE_0;A miracle! You were cured of Tomb Rot.;;;;;;;;;;;;;x
EVTOPT_DISEASE_0A;Bless the Gods!.;;;;;;;;;;;;;x
EVTDESC_DISEASE_2;A miracle! You were cured of Creeping Buboes.;;;;;;;;;;;;;x
EVTOPT_DISEASE_2A;Bless the Gods!.;;;;;;;;;;;;;x
EVTDESC_DISEASE_3;A miracle! You were cured of Green Pox.;;;;;;;;;;;;;x
EVTOPT_DISEASE_3A;Bless the Gods!.;;;;;;;;;;;;;x
EVTDESC_DISEASE_4;A miracle! You were cured of Red Pox.;;;;;;;;;;;;;x
EVTOPT_DISEASE_4A;Bless the Gods!.;;;;;;;;;;;;;x
EVTDESC_DISEASE_5;A miracle! You were cured of Rattlelung.;;;;;;;;;;;;;x
EVTOPT_DISEASE_5A;Bless the Gods!.;;;;;;;;;;;;;x
EVTDESC_DISEASE_6;A miracle! You were cured of Bone Auge.;;;;;;;;;;;;;x
EVTOPT_DISEASE_6A;Bless the Gods!.;;;;;;;;;;;;;x
#
# namespace = racial
EVTDESC_RACIAL_1;Hidden;;;;;;;;;;;;;x
EVTDESC_RACIAL_2;You have been blessed with a long life, but now you feel your time has come to leave this world.;;;;;;;;;;;;;x
EVTOPT_RACIAL_2A;I die in peace..;;;;;;;;;;;;;x
EVTDESC_RACIAL_3;Illness weakens your once strong body, you feel that your last moment has come. You take your final breath.;;;;;;;;;;;;;x
EVTOPT_RACIAL_3A;Aaaaaa...;;;;;;;;;;;;;x
#
# namespace = doomengine
EVTNAME_DOOMENGINE_1;Signs of Armageddon;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_1;The Signs on heaven and earth are telling about forecoming Armageddon. Mutants attacks are more frequent and people are telling stories about strange ilnesses that depopulated whole villages...;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_1A;Yes indeed something is happening...;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_20;The Unholy crusade has begun! The world will tremble! The believers of false gods will be sink in their blood!!;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_20A;For glory!;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_21;The Armies of Chaos march through the world spreading destruction in the name of their Dark Gods. The Doom is coming... In such conflict One must take a side..;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_21A;LET THE WORLD BURN!.;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_21B;I will never yield before Chaos.;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_21C;That is not our war...;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_1;Signs in the heavens and on earth tell of imminent coming of the End of Days. Mutations and Beastmen attacks are more frequent and you hear stories about strange illnesses that completely wipe out whole villages.;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_1A;It is clear something is happening...;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_22;The [From.GetTitledFirstName] beg for your help against the armies of Chaos. What is your answer?;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_22A;In this dark hour we will stand up to the challenge!.;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_22B;This war isn't ours to fight.;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_23;Your mighty host entered the lands of infidels they are not the target of black crusade however Gods would be pleased if their blood would cover the land...;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_23A;Drown them in their own blood! Pillage and burn in the name of Gods!;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_23B;Their time will come... Try to pass unnoticed.;;;;;;;;;;;;;x
EVTDESC_DOOMENGINE_24; Armies of Chaos are marching. The host of [From.GetTitledFirstName] is ravagaing yor lands. What will you do?;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_24A;!;;;;;;;;;;;;;x
EVTOPT_DOOMENGINE_24B;Let them pass.;;;;;;;;;;;;;x
# namespace = magicengine
EVTDESC_MAGICENGINE_2;You failed to cast the spell.;;;;;;;;;;;;;x
EVTDESC_MAGICENGINE_3;You were unable to control magic winds, chaotic streams of magic left you burn and scarred.;;;;;;;;;;;;;x
EVTDESC_MAGICENGINE_4;Terrible mistake during spellcasting exposed you to the power of Ruinous Powers, you scream from pain when raw magical energies twist and damage your body.;;;;;;;;;;;;;x
#
# namespace = duelengine
EVTDESC_DUELENGINE_0;Across the field of battle you have spotted an enemy worth facing.;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_0A;Who shall I fight today?;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_1;As you draw closer you see your enemy is [From.GetTitledName]. Shall you engage [From.GetHerHim]?;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_1A;I shall defeat [From.GetHerHim]!;;;;;;;;;;;;;x
DUELENGINE_TOOLTIP_1A;The enemy reacts!;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_1B;Discretion is the better part of valour!;;;;;;;;;;;;;x
# tactics for next round
EVTDESC_DUELENGINE_4;The battle is not yet won... How will you proceed?;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_4A;Attack Enemy;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_4B;Cast Spell;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_4C;Counterspell or Channel Magic Power;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_4D;Focus On The Other Aspects of Magic;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_4E;Try to escape!;;;;;;;;;;;;;x
#
EVTDESC_DUELENGINE_5;[From.GetTitledFirstName] managed to escape the battlefield, shaming [From.GetHerHim]self forever!;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_5A;The coward has escaped... for now.;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_20;You slash at [FromFrom.GetFirstName] and manage to wound [FromFrom.GetHerHim], however your attack left you open to [FromFrom.GetHerHis] counter attack. How will you respond?;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20A;Focus on defence. Let no attack through!;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20B;Focus on offence. Attack without restraint!;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20C;Balance your defence and offence. Overcompensation will lead to ruin!;;;;;;;;;;;;;x
# THOSE OPTIONS ARE FOR ALL EVENTS 20-23
EVTOPT_DUELENGINE_20D;Cast Offensive Spell;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20E;Cast Defensive Spell;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20F;Cast Buff Spell;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20G;Cast Lore Special Spell;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20H;Channel Magic Power;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_20I;Perform Counterspell;;;;;;;;;;;;;x
#
EVTDESC_DUELENGINE_21;[FromFrom.GetFirstName] sends a wild attack your way, but you are able to brush it aside and counter attack wounding [FromFrom.GetHerHim]. How will you respond?;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_22;You attack [FromFrom.GetFirstName] but are unable to penetrate [FromFrom.GetHerHis] defences, and [FromFrom.GetSheHe] responds with a vicious counter that leaves you wounded. How will you respond?;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_23;[FromFrom.GetFirstName] blocks every blow you send [FromFrom.GetHerHis] way, but you manage to do same. How will you respond?;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_24;Unable to continue, you succumb to your wounds...;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_24A;Avenge me!;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_25;You have won! The body of [From.GetTitledName] lies before you.;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_25A;Hurray!;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_26;You have lost the battle... Wounded and weak you managed to escape...;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_26A;Run!;;;;;;;;;;;;;x
EVTDESC_DUELENGINE_27;You have won! However [From.GetTitledName] has managed to escape!;;;;;;;;;;;;;x
EVTOPT_DUELENGINE_27A;A coward through and through!;;;;;;;;;;;;;x
#
# DUEL TOOLTIPS
TOOLTIP_attack_stance;Improves attack: §GAtt:+1§!, but lowers defence: §RDef:-1§!;;;;;;;;;;;;;x
TOOLTIP_defence_stance;Lowers attack: §RAtt:-1§!, but improves defence: §GDef:+1§!;;;;;;;;;;;;;x
#
# MAGIC ENGINE namespace = magicengine
TOOLTIP_burning_gaze;Burning Gaze - damages with §KS 4§!, costs  §B3 mp§!.;;;;;;;;;;;;;x
TOOLTIP_body_of_light;Body of Light - improves defence §GDef +2§!, costs §B4 mp§!.;;;;;;;;;;;;;x
#
# namespace = HCLT
EVTDESCHCLT.1;You are a secret servant of Chaos Undivided!;;;;;;;;;;;;;x
EVTDESCHCLT.2;You are a secret servant of Khorne!;;;;;;;;;;;;;x
EVTDESCHCLT.3;You are a secret servant of Nurgle!;;;;;;;;;;;;;x
EVTDESCHCLT.4;You are a secret servant of Slaanesh!;;;;;;;;;;;;;x
EVTDESCHCLT.5;You are a secret servant of Tzeentch!;;;;;;;;;;;;;x
EVTDESCHCLT.21;You are a secret Lahmian vampire!;;;;;;;;;;;;;x
EVTDESCHCLT.22;You are a secret Carstein vampire!;;;;;;;;;;;;;x
EVTDESCHCLT.23;You are a secret Blood Dragon vampire!;;;;;;;;;;;;;x
EVTDESCHCLT.24;You are a secret Strigoi vampire!;;;;;;;;;;;;;x
EVTDESCHCLT.25;You are a secret Necrach vampire!;;;;;;;;;;;;;x
EVTDESCHCLT.26;You are a secret Jade vampire!;;;;;;;;;;;;;x
EVTDESCHCLT.27;You are a secret Mahtmasi vampire!;;;;;;;;;;;;;x
hide_my_cultist;Hide My Cultist;;;;;;;;;;;;;x
#
# namespace = Hysh
EVTDESC_HYSH_10;You have successfully cast the spell Burning Gaze. Your gaze focuses radiant power on the enemy, wounding and perhaps dazing them as well.;;;;;;;;;;;;;x
EVTDESC_HYSH_11;You have successfully cast the spell Body of Light. Your body shines with an intensely bright light, making you difficult to look upon. Your enemy will have difficulty attacking you.;;;;;;;;;;;;;x
EVTDESC_HYSH_12;You have successfully cast the spell Healing Energy. Light fills your wounds, healing them and bringing you back into the fight;;;;;;;;;;;;;x
EVTDESC_HYSH_13;You have successfully cast the spell Radiant Weapon. You infuse your weapon with the radiant energy of Hysh. It now glows with a pure white light, allowing you attack more effectively and doing additional damage against deamons.;;;;;;;;;;;;;x
#
# SYLVANIA EVENTS I DONT KNOW IF THOSE ARE CORRECT 
EVTDESCUDSYL.1;Sylvania is a dangerous place for all live, but a lovely country if you are a Vampire.;;;;;;;;;;;;;x
EVTOPTAUDSYL.1;I'll rule on this accursed land.;;;;;;;;;;;;;x
EVTOPTBUDSYL.1;I've found my perfect lair.;;;;;;;;;;;;;x
EVTDESCUDSYL.2;My lands are suffering the effects of dark forces. Dead men arise while huge flocks of bats darkened the skies.;;;;;;;;;;;;;x
EVTOPTAUDSYL.2;Damn. I can't do anything to stop it.;;;;;;;;;;;;;x
EVTDESCUDSYL.3;With my efforts, the lands of Sylvania are growing up again. Crops grow and people live safely under my rule.;;;;;;;;;;;;;x
EVTOPTAUDSYL.3;I'm a great ruler.;;;;;;;;;;;;;x
EVTDESCUDSYL.4;With my powerful magic, Sylvania is getting stronger. The dead will rise again and more serfs will come to me.;;;;;;;;;;;;;x
EVTOPTAUDSYL.4;I will live for eternity.;;;;;;;;;;;;;x
EVTDESCUDSYL.5;I've not paid enough attention to the care of my land, and now, my loyal servants leave, pursued by hunters and templars.;;;;;;;;;;;;;x
EVTOPTAUDSYL.5;I don't care of mortal affairs.;;;;;;;;;;;;;x
EVTDESCUDSYL.6;I've conquered the land, and now I will increase my armies with the dead's bodies, and local necromancers.;;;;;;;;;;;;;x
EVTOPTAUDSYL.6;I'm unstoppable.;;;;;;;;;;;;;x
EVTDESCUDSYL.7;I've conquered the land, and now I have to face down armies of dead and vampire servants.;;;;;;;;;;;;;x
EVTOPTAUDSYL.7;I shall prevail.;;;;;;;;;;;;;x
EVTDESCUDSYL.8;Send money to a loyal sigmarite to fight undead.;;;;;;;;;;;;;x
EVTOPTAUDSYL.8;Send the money.;;;;;;;;;;;;;x
EVTOPTBUDSYL.8;Don't send the money.;;;;;;;;;;;;;x
EVTDESCUDSYL.9;Great Theogonist [From.GetFirstName] has send us money to fight undead.;;;;;;;;;;;;;x
EVTOPTAUDSYL.9;I'll waste it well.;;;;;;;;;;;;;x
EVTDESCUDSYL.10;What will I do with the money Great Theogonist sent me?;;;;;;;;;;;;;x
EVTOPTAUDSYL.10;Hire some adventurers.;;;;;;;;;;;;;x
EVTOPTBUDSYL.10;I'll lead a hunting party.;;;;;;;;;;;;;x
EVTOPTCUDSYL.10;I'll keep the money for me.;;;;;;;;;;;;;x
EVTDESCUDSYL.11;A strange hooded man approaches you, offering you his services to fight the dangers of sylvania.;;;;;;;;;;;;;x
EVTOPTAUDSYL.11;Let him in, as he will serve me well.;;;;;;;;;;;;;x
EVTOPTBUDSYL.11;I don't trust strangers, send him far away.;;;;;;;;;;;;;x
EVTOPTCUDSYL.11;He's a witch! Burn him! Buuurn hiiiiim!;;;;;;;;;;;;;x
TOOLTIPOPTCUDSYL11;There is a chance that the man escapes, wounding you in gratitude for your hospitality.;;;;;;;;;;;;;x
#
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
