Comment;Province ID;Red;Green;Blue;Province Name;Empire;Kingdom;Duchy;Culture;Religion;Terrain;Climate;Holdings;Capital;Holding 2;Holding 3;Holding 4;Holding 5;Holding 6;Holding 7;;;;
;658;126;57;29;Pilos;;Aegos;Ionica;myken;myrmidian;;;4;Mursili (B);Kizil (C);Chirisoph (T);Myrmigora;;;;;;;
;724;168;42;62;Sapphiro;;Aegos;Ionica;myken;myrmidian;;;5;Sapphiro (B);Zakro (C);Phaisto (C);Charmande (B);Ageapolis;;;;;;
;660;0;63;30;Atreus;;Aegos;Kampos;myken;myrmidian;;;5;Atreus (B);Panticapaeum (C);Pitros (T);Lycion;Bionicas;;;;;;
;656;42;51;28;Argalis;;Aegos;Kampos;myken;myrmidian;;;4;Argalis (B);Amikus (B);Plisthene;Oetapolis;;;;;;;
;725;0;45;190;Ilios;;Aegos;Kampos;myken;myrmidian;;;4;Ilios (B);Adamas (C);Trapeza (T);Elleipsis;;;;;;;
;642;84;9;21;Platae;;Aegos;Kampos;myken;myrmidian;;;3;Phaisos (B);Malopo (C);Azaria;;;;;;;;
;659;168;60;157;Vardanos;;Aegos;Kampos;myken;myrmidian;;;3;Vardanos (B);Orchomenaia;Philidolphus;;;;;;;;
;1458;44;33;198;Arnheim;;Arnheim;Arnheim;tiranoci;cadai;;;5_5;Arnheim (B);Celestium (T);Laurentor (C);Hyshia (B);Ulthica (C);Ulthan;Iylarna;;;;
;1459;86;36;71;Ascelon;;Arnheim;Arnheim;tiranoci;cadai;;;3_3;Ascelon (B);Harua (B);Chessentir (C);Marthryn;Meltinir;Marrith;Elithaen;;;;
;1460;128;39;199;Noveum;;Arnheim;Arnheim;tiranoci;cadai;;;4_4;Noveum (B);Vellex (C);Wynde (C);Andityr (B);Torsiltain;Lothnelle;Lileriorl;;;;
;1479;86;96;81;Uyadar;;Arnheim;Arnheim;tiranoci;cadai;;;2;Uyadar (B);Aliba (T);Bansonter;Cavindel;Ferorrielle;Andalian;Vermaeien;;;;
;1474;86;81;206;Maelorn Wood;;Arnheim;Arnheim Forest;tiranoci;cadai;;;4_4;Maelorn (B);Amalke (B);Neftus (C);Amiriar (T);Ar-Earandur;Idlil;Caemlor;;;;
;1473;44;78;78;Amassus;;Arnheim;Arnheim Forest;tiranoci;cadai;;;4_4;Amassus (B);Feyleid (T);Charyn (C);Ithilian (B);Methnielle;Aelfsayrs;Dekindes;;;;
;1472;2;75;205;Ruac Vale;;Arnheim;Arnheim Forest;tiranoci;cadai;;;3_3;Ruac (B);Elamshi (C);Sehenir (B);Beluteann;Limriira;Aenubrior;Erugoldur;;;;
;1475;128;84;79;Karyss;;Arnheim;Arnheim Forest;tiranoci;cadai;;;2;Karyss (U);Kandala;Ferrileanna;Ridorlan;Gaesrynith;Lanrelithi;Endissar;;;;
;1480;128;99;209;Quintex;;Arnheim;Arnheim Forest;tiranoci;cadai;;;3_3;Quintex (B);Ignia (B);Aurend (C);Cadtar;Bethulteal;Belsathion;Sareth;;;;
;1466;170;57;202;Coetia;;Arnheim;Coetic Strand;tiranoci;cadai;;;4_4;Coetia (B);Talchar (B);Aelita (C);Olithos (B);Telalnal;Ulratar;Valianol;;;;
;1468;44;63;203;Edhir;;Arnheim;Coetic Strand;tiranoci;cadai;;;3_3;Edhir (B);Luanar (C);Eyrin Ar (T);Riesmair;Galsanielle;Nensilfil;Caethsetir;;;;
;1467;2;60;75;Karrik;;Arnheim;Coetic Strand;tiranoci;cadai;;;2;Aleafin (B);Huorat (C);Lanarion;Mardar;Tornil;Tabsalnis;Angran;;;;
;1476;170;87;207;Moon Shard;;Mixtoca;Ashfall;orc_main;greenskin_gods;;;4;Moonshard Spire (U);Lashiar (T);Miron;Aeleas;Argthryn;Cadrellen;Gethfennelle;;;;
;1482;43;72;198;Wyvern Strand;;Mixtoca;Ashfall;orc_main;greenskin_gods;;;2;Wyvernire (U);Hallow Dale;Elrahil;Ithsimir;Genbeann;Rienir;Foros;;;;
;1481;170;102;82;Charnum;;Mixtoca;Ashfall;orc_main;greenskin_gods;;;1;Aelon (U);Mathdrir;Tyrion;Ingmir;Tyarna;Caladrath;Athesther;;;;
;1485;127;78;199;Blakaol;;Mixtoca;Asherwood;orc_main;greenskin_gods;;;2;Blakaol (U);Hollow Tower;Aedalser;Yvorwe;Bethsinlaire;Masalbeann;Finuvael;;;;
;1483;85;75;71;Alcumtar;;Mixtoca;Asherwood;orc_main;greenskin_gods;;;1;Alcumtar (U);Simenion;Riabbryfir;Mortlaern;Yvwe;Tansonaen;Heth;;;;
;1736;86;3;56;Naotla;;Mixtoca;Asherwood;orc_main;greenskin_gods;;;2;Naotla (U);Quetz-cue;Namacuix;Yamaq;Linol;Huitlical;Caichma;;;;
;1737;128;6;184;Citupis;;Mixtoca;Xicotl;orc_main;greenskin_gods;;;2;Citupis (U);Taxo;Malomax;Lilotl;Miquitli;Lanto;Xilan;;;;
;1725;44;183;178;Uscac;;Mixtoca;Xicotl;orc_main;greenskin_gods;;;2;Uscac (U);Zi-zah;Toltecoh;Chiutlacoatlca;Loma;Xatia;Coatlmiztia;;;;
;1726;86;186;51;Tohuate;;Mixtoca;Xicotl;orc_main;greenskin_gods;;;2;Tohuate (U);Nalpalhuitltzin;Paiuhitz;Palco;Zo-co;Te-ce;Tlachxitli;;;;
;1730;44;198;53;Ss'ildra;;Mixtoca;Xicotl;orc_main;greenskin_gods;;;2;Ss'ildra Tor (U);Tlopeco;Nohuittlalchi;Zatlnetlmatla;Nattli;Zopil;Mazatl;;;;
;1252;1;114;150;Targhizizi;;Ashenfels;Zharrud;goblin_main;greenskin_gods;;;5;Targhizizi (U);Eriduun;Nazgarl;Qindiker;Duranki;Isin;;;;;
;1299;169;63;177;Darkhold;;Ashenfels;Zharrud;goblin_main;greenskin_gods;;;4;Darkhold (U);Dooma;Darium;Arrechi;Abylo;Mare;;;;;
;502;84;15;51;Tharumagi;;Ashenfels;Zharrud;goblin_main;greenskin_gods;;;4;Thaumagar (U);Ashenvold;Norgen;Nuskuru;Shari;Ereh;;;;;
;1259;169;156;157;Carchemish;;Ashenfels;Karish;goblin_main;greenskin_gods;;;3;Carchemish (U);Vrilig;Rhund;Athon;Caleuc;Share;;;;;
;474;168;144;37;Adad-Nirari;;Ashenfels;Karish;goblin_main;greenskin_gods;;;2;Nirari (U);Underholm;Sibab;Nare;Kadu;Alan;;;;;
;1313;127;105;184;Arum;;Ashenfels;Karish;orc_main;greenskin_gods;;;1;Arum (U);Akkan;Shina;Nisa;Ashuruum;Sina;;;;;
;1258;127;153;29;Chalde;;Ashenfels;Karish;goblin_main;greenskin_gods;;;2;Chalde (U);Sipraa;Isit;Arit;Mashka;Imrur;;;;;
;503;126;18;179;Eana;;Ashenfels;Karish;goblin_main;greenskin_gods;;;2;Eana (U);Ashen Crag;Nippo;Kemish;Ashkad;Akkarish;;;;;
;714;168;12;57;Cimmeria;;Badlands;Bebrikia;orc_main;greenskin_gods;;;4;Cherson (U);Kendill Motte;Castelbel;Greshan;Agan;;;;;;
;716;42;18;58;Mushki;;Badlands;Bebrikia;orc_main;greenskin_gods;;;3;Honour (U);Mushkh;Szapravony;Evech;Kina;;;;;;
;715;0;15;185;Sakaryia;;Badlands;Bebrikia;orc_main;greenskin_gods;;;4;Dvokar (U);Istváan;Janos Pride;Ember;Cutho;;;;;;
;708;126;207;54;Clazo;;Badlands;Clazomene;orc_main;greenskin_gods;;;3;Clazo (U);Dardano;Mileta;Azar;Side;;;;;;
;709;168;210;182;Knidus;;Badlands;Clazomene;orc_main;greenskin_gods;;;3;Knidus (U);Thorax;Narete;Susa;Ashkar;;;;;;
;735;0;75;195;Luwaia;;Badlands;Clazomene;orc_main;greenskin_gods;;;3;Luwaia (U);Tauricas;Sandwash;Sidu;Arkech;;;;;;
;717;84;21;186;Paragorn;;Badlands;Clazomene;orc_main;greenskin_gods;;;2;Paragorn (U);Elea;Sibyl;Iduk;Nunna;;;;;;
;736;42;78;68;Adryn;;Badlands;Gyrn;orc_main;greenskin_gods;;;4;Adryn (U);Karon;Bassit;Asteron;Huri;;;;;;
;739;168;87;197;Afayan;;Badlands;Gyrn;orc_main;greenskin_gods;;;3;Afayan (U);Samanda;Teion;Nimre;Marqash;;;;;;
;738;126;84;69;Anaxia;;Badlands;Gyrn;orc_main;greenskin_gods;;;2;Anaxia (U);Trebizo;Kisho;Tyre;Gade;;;;;;
;707;84;204;181;Haflok;;Badlands;Haflok;orc_main;greenskin_gods;;;4;Mirstadt (U);Pinossa;Gundoakos;Bannestag;Neveh;;;;;;
;706;42;201;53;Gulthac;;Badlands;Haflok;orc_main;greenskin_gods;;;3;Salzac (U);Payens;Volpissa;Lagash;Erish;;;;;;
;712;84;6;56;Iron Rock;;Badlands;Haflok;orc_main;greenskin_gods;;;5;Iron Rock Citadel (U) { holy_site = greenskin_gods };Bitter Dyke;Rivenrock;Gorbin;Green Glen;;;;;;
;746;42;108;73;Bayat;;Badlands;Kolluk;orc_main;greenskin_gods;;;4;Bayat (U);Balatir;Matyas' Fold;Galdutako Herri;Carcho;;;;;;
;742;84;96;71;Kybel;;Badlands;Kolluk;orc_main;greenskin_gods;;;3;Kybel (U);Dhorrensburg;Lambrács;Mari;Nari;;;;;;
;747;84;111;201;Porsuk;;Badlands;Kolluk;orc_main;greenskin_gods;;;3;Porsuk (U);Bicharnos;Sarabosna;Alah;Usan;;;;;;
;718;126;24;59;Odris;;Badlands;Odris;orc_main;greenskin_gods;;;3;Odris (U);Parysat;Greendel;Gaza;Calah;;;;;;
;719;168;27;187;Crios;;Badlands;Odris;orc_main;greenskin_gods;;;3;Crios (U);Phrasia;Lostsvenild;Karka;Gadu;;;;;;
;711;42;3;183;Karsack;;Badlands;Ophira;orc_main;greenskin_gods;;;4;Karsack (U);Diepenwald;Doosten;Wichtbog;Kemarq;;;;;;
;710;0;0;55;Blutgar;;Badlands;Ophira;orc_main;greenskin_gods;;;3;Blutgar (U);Blacktor;Graystak;Emin;Sharri;;;;;;
;1463;44;48;73;Bleak Hold;;Cythonia;Cython March;ghrondari;anath_raema;;;4_4;Bleakhold (B);Grabec (T);Rissdin (C);Reev (B);Ruthrilneal;Cirinaer;Ellisae;;;;
;1462;2;45;200;Hag Hall;;Cythonia;Cython March;ghrondari;anath_raema;;;2;Hag Hall (B);Kylon (T);Ardaer;Avsolthea;Firithas;Lessa;Irithok;;;;
;1470;128;69;204;Temparis;;Cythonia;Cython March;tiranoci;cadai;;;2;Temparis (B);Miniath (T);Helinleth;Nensenles;Fimrathan;Eldilseth;Cirsher;;;;
;1461;170;42;72;Cerriden;;Cythonia;Hinterland;ghrondari;anath_raema;;;3_3;Cerriden (B);Tritica (T);Eldum (T);Hassillieth;Bethrinlaire;Ruthrolos;Hathilnelle;;;;
;1471;170;72;77;Corvum;;Cythonia;Hinterland;tiranoci;cadai;;;2;Corvum Orru (B);Xuyan (T);Aenarmatha;Lasira;Caleth;Hathillielle;Saelron;;;;
;1465;128;54;74;Pyris;;Cythonia;Hinterland;ghrondari;anath_raema;;;2;Pyris (B);Bolewoud (C);Lindara;Hassilbeann;Anthnibien;Norlsonlos;Gedsandeann;;;;
;1072;127;180;69;Mazur;;Dragon Isles;Mazur;dwarf_chaos;hashut;;;2_3;Mazur (B);Sloan (C);Exos;Seri;Goruz;;;;;;
;1068;169;168;67;Skarud;;Dragon Isles;Mazur;dwarf_chaos;hashut;;;2_2;Skarud (B);Meliz (T);Xia;Baldrik;Galena;;;;;;
;1066;85;162;66;Syratous;;Dragon Isles;Mazur;lizardman_lost;old_ones;;;1_2;Corox (U);Jarag;Ishataraz;Belakhost;Duniun;;;;;;
;1067;127;165;194;Zeno;;Dragon Isles;Mazur;lizardman_lost;old_ones;;;1_2;Iqus (U);Neosep;Ageki;Dargah;Umgak;;;;;;
;1075;169;153;192;Mabuya;;Dragon Isles;Dtella;lizardman_lost;old_ones;;;1_3;Nodos (U);Phibos;Karek;Telth;Huwazaar;;;;;;
;1074;127;150;64;Calxi;;Dragon Isles;Dtella;lizardman_lost;old_ones;;;1_2;Hakaria (U);Charib;Okganit;Nabu-Kabar;Ogi;;;;;;
;1064;1;156;65;Ziranka;;Dragon Isles;Dtella;lizardman_lost;old_ones;;;1_2;Tropido (U);Lacertid;Munawwirtum;Saga;Garz;;;;;;
;1073;169;183;197;Saphai;;Dragon Isles;Typhlos;lizardman_lost;old_ones;;;1_3;Scelo (U);Scinc;Gurru;Arkonac;Thaija;;;;;;
;1069;1;171;195;Abiria;;Dragon Isles;Typhlos;lizardman_lost;old_ones;;;1_2;Ozene (U);Urai;Aomkos;Phanbis;Soruseen;;;;;;
;1071;85;177;196;Karthur;;Dragon Isles;Typhlos;lizardman_lost;old_ones;;;1_3;Karthur (U);Asab;Carthurg;Ashaq;Savia;;;;;;
;1065;43;159;193;Orea;;Dragon Isles;Typhlos;lizardman_lost;old_ones;;;1_2;Kocha (U);Istarsumesses;Lumth;Kali;Gurarra;;;;;;
;1070;43;174;68;Tiliqua;;Dragon Isles;Typhlos;lizardman_lost;old_ones;;;1_2;Tiliqua (U);Morras;Stok;Ulla;Lualia;;;;;;
;777;84;201;216;Khernum;;Khernarch;Greater Khernarch;orc_main;greenskin_gods;;;4;Kherna (U);Totyom (T);Saprovista;Nekbrake;Tjenfuru;Yaban;Ozbey;;;;
;782;84;3;91;Charan;;Khernarch;Greater Khernarch;orc_main;greenskin_gods;;;3;Charan (U);Direcaster;Varlav;Kirifu;Tarte;Odabasi;Tozun;;;;
;776;42;198;88;Gernach;;Khernarch;Greater Khernarch;orc_main;greenskin_gods;;;3;Gernach (U);Milfords Mendicance;Pendrove;Qispisy;Dessokha;Can;Dal;;;;
;778;126;204;89;Indirum;;Khernarch;Greater Khernarch;orc_main;greenskin_gods;;;3;Indira (U);Varnics;Dorost;Dehresy;Avkhadju;Kurtoglu;Tugay;;;;
;780;0;210;90;Libis;;Khernarch;Greater Khernarch;goblin_main;greenskin_gods;;;3;Samarkhara (U);Libisoara;Sastromatan;Behddjusma ;Ackhenein;Devrim;Balbay;;;;
;785;0;12;220;Orgar;;Khernarch;Hadastim;orc_main;greenskin_gods;;;4;Orgar (U);Ragrovnik;Thurmark;Murk;Sesola;Kekilli;Araci;;;;
;787;84;18;221;Arzawe;;Khernarch;Hadastim;orc_main;greenskin_gods;;;3;Arzawe (U);Artis Watch;The Oar;Dedjemu;Zatu;Boran;Kilic;;;;
;779;168;207;217;Blakmar;;Khernarch;Hadastim;goblin_main;greenskin_gods;;;3;Blakmar (U);Marnovo;Bihan;Beneiset;Khasbyrmeru;Koca;Toros;;;;
;783;126;6;219;Qarum;;Khernarch;Qarum;orc_main;greenskin_gods;;;3;Qarumbog (U);Sentinel;Thronelond;Akhnousheh;Napkhe;Ant;Konca;;;;
;784;168;9;92;Sedg;;Khernarch;Qarum;orc_main;greenskin_gods;;;3;Sedg (U);Geworth;Widow's Foot;Djedkhenein;Nemsu ;Mustafa;Kilika;;;;
;786;42;15;93;Seltar;;Khernarch;Qarum;orc_main;greenskin_gods;;;3;Seltar (U);Dubrus;Lone Tower;Khecakha;Ekca;Huseyin;Aztbat;;;;
;495;0;207;175;Crookback Mountain;;Kurnugi;Baartak;goblin_main;greenskin_gods;;;5;Crookback Spire (U);Crookback Deep (T) { holy_site = greenskin_gods };Skreetlezorn;Rottanbak;Feltoo;Iku;;;;;
;477;84;153;166;Baartak;;Kurnugi;Baartak;orc_main;greenskin_gods;;;2;Baartak (U);Marrhaz;Uciash;Arkeh;Thumina;Thag;;;;;
;1308;127;90;54;Chandak;;Kurnugi;Baartak;goblin_main;greenskin_gods;;;1;Chandak (U);Uthan;Calars;Urur;Zadrian;Azel;;;;;
;459;168;99;157;Dagrolad;;Kurnugi;Baartak;orc_main;greenskin_gods;;;3;Anzar'angol (U);Urkrandorf;Mausolo;Idon;Ninsuun;Belessunu;;;;;
;1263;127;168;159;Isin;;Kurnugi;Baartak;orc_main;greenskin_gods;;;3;Bidar (U);Crobak;Irisian;Emit;Vlag;Jezreel;;;;;
;499;168;6;177;Morogoth;;Kurnugi;Baartak;goblin_main;greenskin_gods;;;2;Morogoroba-Azakimolgar-A'agabal (U);Ifirike;Gare;Selars;Barka;Ninshbar;;;;;
;492;84;198;46;Behiston Wastes;;Kurnugi;Gazan;orc_main;greenskin_gods;;;2;Akkar (U);Bahran;Eshnuk;Arah;Mordian;Irra;;;;;
;1250;127;108;149;Hattran;;Kurnugi;Gazan;orc_main;greenskin_gods;;;2;Hattran (U);Mitzu;Misho;Ugah;Myrlla;Nusku;;;;;
;491;42;195;173;Zagros;;Kurnugi;Gazan;orc_main;greenskin_gods;;;3;Zagros (U);Urdishan;Labbagor;Agash;Zygrad;Shala;;;;;
;457;84;93;156;Konar;;Kurnugi;Talbar;orc_main;greenskin_gods;;;2;Konar (U);Riken;Eleur;Bisa;Namtir;Sobis;;;;;
;1251;169;111;22;Baalbek;;Kurnugi;Talbar;orc_main;greenskin_gods;;;2;Baalbek (U);Andriks;Eppon;Selah;Ergal;Thurtai;;;;;
;428;126;6;14;Luvuag;;Kurnugi;Talbar;orc_main;greenskin_gods;;;2;Luvuag (U);Dozzan;Leppo;Natho;Urk;Oloja;;;;;
;497;84;0;176;Mount Grey Hag;;Kurnugi;Ugra;goblin_main;greenskin_gods;;;4;Greyspire (U);Prukold (T);Garukold;Qarbold;Bartan;Naurthang;;;;;
;1312;85;102;56;Ilkatuktak;;Kurnugi;Ugra;goblin_main;greenskin_gods;;;2;Aaargh (U);Anthrax;Urud;Charza;Marduk;Mhornar;;;;;
;496;42;210;48;Morzarn;;Kurnugi;Ugra;orc_main;greenskin_gods;;;2;Morzarn (U);Zulrat;Goza;Arguul;Thuvtok;Upell;;;;;
;1255;1;144;155;Murlech;;Kurnugi;Ugra;orc_main;greenskin_gods;;;3;Murlech (U);Rovanon;Atrahasis;Karamat;Vangor;Ninli;;;;;
;760;0;150;80;Rhothira;;Magnata;Rhothira;myken;myrmidian;;;4;Rhothira (B);Soli (C);Xerenos (T);Asine;;;;;;;
;758;126;144;79;Burushur;;Magnata;Rhothira;myken;myrmidian;;;3;Burushur (B);Ambrak;Medea;;;;;;;;
;763;126;159;209;Hettasha;;Magnata;Rhothira;myken;myrmidian;;;3;Hettasha (B);Telebor;Thyn;;;;;;;;
;754;168;132;77;Mykal;;Magnata;Capra;myken;myrmidian;;;4;Mykal (B);Grosus (C);Megaport;Altaeia;;;;;;;
;756;42;138;78;Boetus;;Magnata;Capra;myken;myrmidian;;;3;Boetus (B);Sittace (C);Tranapase;;;;;;;;
;737;84;81;196;Delium;;Magnata;Capra;myken;myrmidian;;;3;Delium (B);Agoras (C);Dexipo;;;;;;;;
;752;84;126;76;Eubus;;Magnata;Capra;myken;myrmidian;;;2;Eubus (B);Port Colosso;;;;;;;;;
;1041;1;159;135;Teshert;;Magnata;Marash;sartosan_tilean;stromfels;;;5;Teshert (B);Zavaran (C);Tekkatra (T);Taltyula;Qasr al-Mashit;;;;;;
;1043;127;75;29;Chayük;;Magnata;Marash;sartosan_tilean;stromfels;;;3;Chayük (B) { holy_site = stromfels };Mamur (C);Maraq;;;;;;;;
;1009;85;132;166;Djebellna;;Magnata;Marash;sartosan_tilean;stromfels;;;3;Djebellna (B);Acra (C);Mina Irq;;;;;;;;
;1042;85;72;156;Tirzor;;Magnata;Marash;sartosan_tilean;stromfels;;;4;Tirzor (B);Anazaba (C);Qasbah Lasyak (T);Basyaf;;;;;;;
;471;42;135;163;Cripple Peak;;Nagashizzar;Nagash;strigany;vampiric;;;4_6;Nagashizzar (B) { holy_site = vampiric };Vernum (C);Kerak (T);Underspire (B);Narvin;Nagasharak;Tioran;;;;
;1316;43;114;58;Dazak;;Nagashizzar;Nagash;strigany;vampiric;;;4;Dazak (B);Kurn (T);Clavid (B);Tigos;Phaith;;;;;;
;1257;85;150;156;Larza;;Nagashizzar;Nagash;strigany;vampiric;;;2;Larza (B);Gazur;Florbis;Khozh;Kanlu;;;;;;
;472;84;138;36;Nagash;;Nagashizzar;Nagash;strigany;vampiric;;;3;Dominark (B);Dagan (C);Lunra;Vorkhul;Hakka;;;;;;
;448;126;66;24;Iron Hills;;Urkar;Drakenmoor;orc_main;greenskin_gods;;;3;Iron Pike (U);Ribwich;Hamad;Penu;Aruvag;Slodagh;Dugud;;;;
;447;84;63;151;Drakenmoor;;Urkar;Drakenmoor;orc_main;greenskin_gods;;;2;Drakehold (U);Drakenberg;Dunnusaidu;Dukos;Seshi;Nuszar;Zakk;;;;
;456;42;90;28;Haraz;;Urkar;Harazi;orc_main;greenskin_gods;;;2;Haraz (U);Ubaidr;Ardiea;Raca;Ulag;Sligo;Dardhak;;;;
;1261;43;162;158;Anu;;Urkar;Harazi;orc_main;greenskin_gods;;;4;Anu (U);Kishra;Stone Claw;Komorit;Xurukk;Brat;Mameth;;;;
;1249;85;105;21;Ugar;;Urkar;Harazi;orc_main;greenskin_gods;;;3;Kulaba (U);Turaza;Hansa;Shaktilar;Shazgob;Tenar;Varr;;;;
;426;42;0;13;Plains of Kirulg;;Urkar;Kirulg;orc_main;greenskin_gods;;;2;Uraturu (U);Gnashar;Gamri;Yadidatum;Egvith;Junbos;Pimoja;;;;
;475;0;147;165;Abraq;;Urkar;Kirulg;orc_main;greenskin_gods;;;2;Abraqol (U);Mesharr;Kingu;Kavamahl;Bronvag;Damrina;Lanth;;;;
;1305;1;81;180;Cabal;;Urkar;Kirulg;orc_main;greenskin_gods;;;2;Cabal (U);Eriksveld;Sibri;Ubrog;Hebarg;Shadbak;Nutesh;;;;
;1307;85;87;181;Gherra;;Urkar;Kirulg;orc_main;greenskin_gods;;;2;Gherra (U);Zeni;Vegatham;Gufgant;Kloom;Zyra;Antor;;;;
